"k","Score","Time (seconds)","Best Cluster (k)","run","var"
3,0.0062425666105909,8.42200000002049,"BEST",21,0.5
4,0.08237482091778,8.04500000001281," ",21,0.5
5,0.124891439866059,7.74400000000605," ",21,0.5
2,0.247661839755327,8.54399999999441," ",22,0.5
3,0.00689404807319781,8.41099999999278,"BEST",22,0.5
4,0.0816697080648862,8.4429999999993," ",22,0.5
5,0.126701759247727,7.84200000000419," ",22,0.5
2,0.256304481939431,8.36300000001211," ",23,0.5
3,0.00655815642886799,8.72099999999045,"BEST",23,0.5
4,0.0815604957488778,7.98399999999674," ",23,0.5
5,0.129199605366816,7.62399999998161," ",23,0.5
2,0.227230176939755,8.35800000000745," ",24,0.5
3,0.0060910174968686,8.42399999999907,"BEST",24,0.5
4,0.0812151498892115,8.08499999999185," ",24,0.5
5,0.130332826611177,7.7839999999851," ",24,0.5
2,0.198699046777636,8.51300000000629," ",25,0.5
3,0.00682780287861327,8.43400000000838,"BEST",25,0.5
4,0.0794459117953625,8.23800000001211," ",25,0.5
5,0.130359931518789,7.58100000000559," ",25,0.5
2,0.0649982122696822,8.3410000000149," ",1,0.8
3,0.00973484603908857,8.45699999999488,"BEST",1,0.8
4,0.0756337371396357,8.05100000000675," ",1,0.8
5,0.121846941570385,7.60099999999511," ",1,0.8
2,0.0607959042102775,8.35000000000582," ",2,0.8
3,0.0096121020169117,8.41700000001583,"BEST",2,0.8
4,0.0756492526114975,8.05999999999767," ",2,0.8
5,0.120622941072917,7.62599999998929," ",2,0.8
2,0.0550073531286218,8.44899999999325," ",3,0.8
3,0.0104380703270064,8.43100000001141,"BEST",3,0.8
4,0.0697323319606376,8.04699999999139," ",3,0.8
5,0.118708691236098,7.73999999999069," ",3,0.8
2,0.0588207650253981,8.75899999999092," ",4,0.8
3,0.0123448129201766,8.44599999999627,"BEST",4,0.8
4,0.069485931687795,8.0340000000142," ",4,0.8
5,0.118903026336637,7.60699999998906," ",4,0.8
2,0.0534921321545721,9.31899999998859," ",5,0.8
3,0.0128192976530912,8.44200000001001,"BEST",5,0.8
4,0.0695773609681588,8.03200000000652," ",5,0.8
5,0.119703125068382,7.64099999997416," ",5,0.8
2,0.0548306536401377,8.47299999999814," ",6,0.8
3,0.0115144595396791,8.63099999999395,"BEST",6,0.8
4,0.0762957005382961,8.07199999998556," ",6,0.8
5,0.120480759277508,7.73800000001211," ",6,0.8
2,0.0502918582037331,8.42599999997765," ",7,0.8
3,0.0118143685169099,8.38300000000163,"BEST",7,0.8
4,0.0713400355038496,8.01999999998952," ",7,0.8
5,0.1158911188353,7.65300000002026," ",7,0.8
2,0.0564217023808931,8.35000000000582," ",8,0.8
3,0.0102450448834267,8.38300000000163,"BEST",8,0.8
4,0.0707758172499267,7.99900000001071," ",8,0.8
5,0.117376767025495,7.74799999999232," ",8,0.8
2,0.0578121328037432,8.362999999983," ",9,0.8
3,0.0120425177564524,8.4089999999851,"BEST",9,0.8
4,0.0735244999866366,8.01900000000023," ",9,0.8
5,0.114861570772587,7.56899999998859," ",9,0.8
2,0.0623254598269466,8.36499999999069," ",10,0.8
3,0.0148028122795679,8.39599999997881,"BEST",10,0.8
4,0.0789224223226971,8.17199999999139," ",10,0.8
5,0.116253059305844,7.7039999999979," ",10,0.8
2,0.0631409051203071,8.40100000001257," ",11,0.8
3,0.0164662252669426,8.79800000000978,"BEST",11,0.8
4,0.0736471730223633,8.15600000001723," ",11,0.8
5,0.11697551160257,7.60700000001816," ",11,0.8
